0	0
0.001257996	0.081227437
0.002537313	0.161371841
0.00358209	0.229602888
0.004541578	0.289169675
0.005415778	0.344404332
0.006183369	0.389891697
0.007014925	0.440794224
0.00771855	0.481949458
0.008187633	0.510108303
0.008507463	0.524187726
0.008678038	0.529602888
0.008933902	0.526353791
0.009296375	0.531768953
0.009594883	0.531768953
0.009978678	0.531768953
0.010447761	0.519855596
0.010831557	0.505776173
0.011172708	0.484115523
0.011599147	0.458122744
0.011897655	0.434296029
0.012217484	0.407220217
0.012643923	0.379061372
0.013134328	0.349819495
0.013390192	0.335740072
0.013518124	0.31299639
