"arc_length","pf","phi"
0.051,2.953388e-02,3.020626e-02
0.052,2.953388e-02,3.030705e-02
0.053,2.953388e-02,3.040784e-02
0.054,2.953388e-02,3.050863e-02
0.055,2.953388e-02,3.060942e-02
0.056,2.953388e-02,3.071020e-02
0.057,2.953388e-02,3.081099e-02
0.058,2.953388e-02,3.091178e-02
0.059,2.953388e-02,3.101257e-02
0.06,2.953388e-02,3.111336e-02
0.061,2.953388e-02,3.121414e-02
0.062,2.953388e-02,3.131493e-02
0.063,2.953388e-02,3.141572e-02
0.064,3.211578e-02,3.151056e-02
0.065,3.211578e-02,3.160480e-02
0.066,3.211578e-02,3.169905e-02
0.067,3.211578e-02,3.179329e-02
0.068,3.211578e-02,3.188753e-02
0.069,3.211578e-02,3.198177e-02
0.07,3.211578e-02,3.207601e-02
0.071,3.211578e-02,3.217025e-02
0.072,3.211578e-02,3.226449e-02
0.073,3.211578e-02,3.235874e-02
0.074,3.895101e-02,3.262366e-02
0.075,3.895101e-02,3.322935e-02
0.076,3.895101e-02,3.383506e-02
0.077,3.895101e-02,3.444074e-02
0.078,3.895101e-02,3.504645e-02
0.079,3.895101e-02,3.565214e-02
0.08,3.895101e-02,3.625784e-02
0.081,3.895101e-02,3.686353e-02
0.082,3.895101e-02,3.746922e-02
0.083,3.895101e-02,3.807492e-02
0.084,3.895101e-02,3.868061e-02
0.085,3.973194e-02,3.914815e-02
0.086,3.973194e-02,3.929458e-02
0.087,3.973194e-02,3.944102e-02
0.088,3.973194e-02,3.958745e-02
0.089,3.973194e-02,3.973389e-02
0.09,3.973194e-02,3.988032e-02
0.091,3.973194e-02,4.002676e-02
0.092,3.973194e-02,4.017320e-02
0.093,3.973194e-02,4.031963e-02
0.094,3.973194e-02,4.046607e-02
0.095,3.973194e-02,4.061250e-02
0.096,3.973194e-02,4.075894e-02
0.097,3.973194e-02,4.090538e-02
0.098,3.973194e-02,4.105181e-02
0.099,3.973194e-02,4.119825e-02
0.1,3.973194e-02,4.134468e-02
0.101,3.973194e-02,4.149112e-02
0.102,3.973194e-02,4.163756e-02
0.103,3.973194e-02,4.178399e-02
0.104,3.973194e-02,4.193043e-02
0.105,3.973194e-02,4.207686e-02
0.106,3.973194e-02,4.222330e-02
0.107,3.973194e-02,4.236974e-02
0.108,3.973194e-02,4.251617e-02
0.109,3.973194e-02,4.266261e-02
0.11,3.973194e-02,4.280905e-02
0.111,4.377846e-02,4.286817e-02
0.112,4.377846e-02,4.274403e-02
0.113,4.377846e-02,4.261988e-02
0.114,4.377846e-02,4.249574e-02
0.115,4.377846e-02,4.237160e-02
0.116,4.377846e-02,4.224746e-02
0.117,4.377846e-02,4.212331e-02
0.118,4.377846e-02,4.199917e-02
0.119,4.377846e-02,4.187503e-02
0.12,4.377846e-02,4.175089e-02
0.121,4.377846e-02,4.162675e-02
0.122,4.377846e-02,4.150260e-02
0.123,4.377846e-02,4.137846e-02
0.124,4.377846e-02,4.125432e-02
0.125,4.377846e-02,4.113017e-02
0.126,4.377846e-02,4.100603e-02
0.127,4.377846e-02,4.088189e-02
0.128,4.377846e-02,4.075775e-02
0.129,4.377846e-02,4.063360e-02
0.13,4.377846e-02,4.050946e-02
0.131,4.377846e-02,4.038532e-02
0.132,4.377846e-02,4.026118e-02
0.133,4.377846e-02,4.013704e-02
0.134,3.950736e-02,4.007239e-02
0.135,3.950736e-02,4.012715e-02
0.136,3.950736e-02,4.018190e-02
0.137,3.950736e-02,4.023665e-02
0.138,3.950736e-02,4.029141e-02
0.139,3.950736e-02,4.034616e-02
0.14,3.950736e-02,4.040091e-02
0.141,3.950736e-02,4.045566e-02
0.142,3.950736e-02,4.051041e-02
0.143,3.950736e-02,4.056517e-02
0.144,3.950736e-02,4.061992e-02
0.145,3.950736e-02,4.067467e-02
0.146,3.950736e-02,4.072943e-02
0.147,3.950736e-02,4.078418e-02
0.148,3.950736e-02,4.083893e-02
0.149,3.950736e-02,4.089368e-02
0.15,4.231669e-02,4.096437e-02
0.151,4.231669e-02,4.103703e-02
0.152,4.231669e-02,4.110969e-02
0.153,4.231669e-02,4.118234e-02
0.154,4.231669e-02,4.125500e-02
0.155,4.231669e-02,4.132765e-02
0.156,4.231669e-02,4.140031e-02
0.157,4.231669e-02,4.147297e-02
0.158,4.231669e-02,4.154562e-02
0.159,4.231669e-02,4.161828e-02
0.16,4.231669e-02,4.169093e-02
0.161,4.231669e-02,4.176359e-02
0.162,4.231669e-02,4.183625e-02
0.163,4.231669e-02,4.190890e-02
0.164,4.231669e-02,4.198156e-02
0.165,4.231669e-02,4.205421e-02
0.166,4.231669e-02,4.212687e-02
0.167,4.231669e-02,4.219953e-02
0.168,4.231669e-02,4.227218e-02
0.169,4.231669e-02,4.234484e-02
0.17,4.231669e-02,4.241750e-02
0.171,4.231669e-02,4.249015e-02
0.172,4.231669e-02,4.256281e-02
0.173,4.182045e-02,4.267126e-02
0.174,4.182045e-02,4.286340e-02
0.175,4.182045e-02,4.305554e-02
0.176,4.182045e-02,4.324768e-02
0.177,4.182045e-02,4.343981e-02
0.178,4.182045e-02,4.363196e-02
0.179,4.182045e-02,4.382409e-02
0.18,4.182045e-02,4.401624e-02
0.181,4.182045e-02,4.420837e-02
0.182,4.182045e-02,4.440051e-02
0.183,4.463601e-02,4.458312e-02
0.184,4.463601e-02,4.475874e-02
0.185,4.463601e-02,4.493435e-02
0.186,4.463601e-02,4.510996e-02
0.187,4.463601e-02,4.528558e-02
0.188,4.463601e-02,4.546119e-02
0.189,4.766194e-02,4.566191e-02
0.19,4.766194e-02,4.587202e-02
0.191,4.766194e-02,4.608214e-02
0.192,4.766194e-02,4.629225e-02
0.193,4.766194e-02,4.650236e-02
0.194,4.766194e-02,4.671247e-02
0.195,4.766194e-02,4.692258e-02
0.196,4.766194e-02,4.713270e-02
0.197,4.766194e-02,4.734281e-02
0.198,4.766194e-02,4.755292e-02
0.199,4.766194e-02,4.776303e-02
0.2,4.766194e-02,4.797314e-02
0.201,5.009917e-02,4.821156e-02
0.202,5.009917e-02,4.847123e-02
0.203,5.009917e-02,4.873091e-02
0.204,5.009917e-02,4.899058e-02
0.205,5.009917e-02,4.925026e-02
0.206,5.009917e-02,4.950993e-02
0.207,5.009917e-02,4.976961e-02
0.208,5.009917e-02,5.002928e-02
0.209,5.009917e-02,5.028896e-02
0.21,5.009917e-02,5.054863e-02
0.211,5.009917e-02,5.080831e-02
0.212,5.009917e-02,5.106798e-02
0.213,5.009917e-02,5.132766e-02
0.214,5.009917e-02,5.158733e-02
0.215,5.009917e-02,5.184701e-02
0.216,5.392824e-02,5.205221e-02
0.217,5.392824e-02,5.218969e-02
0.218,5.392824e-02,5.232717e-02
0.219,5.392824e-02,5.246466e-02
0.22,5.392824e-02,5.260214e-02
0.221,5.392824e-02,5.273962e-02
0.222,5.392824e-02,5.287711e-02
0.223,5.392824e-02,5.301459e-02
0.224,5.392824e-02,5.315207e-02
0.225,5.429365e-02,5.328871e-02
0.226,5.429365e-02,5.342515e-02
0.227,5.429365e-02,5.356158e-02
0.228,5.429365e-02,5.369801e-02
0.229,5.429365e-02,5.383445e-02
0.23,5.429365e-02,5.397088e-02
0.231,5.429365e-02,5.410731e-02
0.232,5.429365e-02,5.424375e-02
0.233,5.429365e-02,5.438018e-02
0.234,5.429365e-02,5.451661e-02
0.235,5.429365e-02,5.465305e-02
0.236,5.429365e-02,5.478948e-02
0.237,5.429365e-02,5.492591e-02
0.238,5.429365e-02,5.506235e-02
0.239,5.429365e-02,5.519878e-02
0.24,5.429365e-02,5.533521e-02
0.241,5.429365e-02,5.547164e-02
0.242,5.656236e-02,5.557743e-02
0.243,5.656236e-02,5.567459e-02
0.244,5.656236e-02,5.577175e-02
0.245,5.656236e-02,5.586891e-02
0.246,5.656236e-02,5.596607e-02
0.247,5.656236e-02,5.606323e-02
0.248,5.656236e-02,5.616039e-02
0.249,5.656236e-02,5.625755e-02
0.25,5.656236e-02,5.635471e-02
0.251,5.656236e-02,5.645187e-02
0.252,5.681672e-02,5.656516e-02
0.253,5.681672e-02,5.670832e-02
0.254,5.681672e-02,5.685148e-02
0.255,5.681672e-02,5.699464e-02
0.256,5.681672e-02,5.713780e-02
0.257,5.681672e-02,5.728096e-02
0.258,5.681672e-02,5.742412e-02
0.259,5.681672e-02,5.756728e-02
0.26,5.681672e-02,5.771044e-02
0.261,5.681672e-02,5.785360e-02
0.262,5.852719e-02,5.796096e-02
0.263,5.852719e-02,5.806519e-02
0.264,5.852719e-02,5.816941e-02
0.265,5.852719e-02,5.827364e-02
0.266,5.852719e-02,5.837786e-02
0.267,5.852719e-02,5.848209e-02
0.268,5.852719e-02,5.858631e-02
0.269,5.852719e-02,5.869054e-02
0.27,5.852719e-02,5.879476e-02
0.271,5.852719e-02,5.889899e-02
0.272,5.852719e-02,5.900321e-02
0.273,5.852719e-02,5.910744e-02
0.274,5.852719e-02,5.921166e-02
0.275,5.852719e-02,5.931589e-02
0.276,5.852719e-02,5.942011e-02
0.277,5.852719e-02,5.952434e-02
0.278,5.852719e-02,5.962856e-02
0.279,5.852719e-02,5.973279e-02
0.28,5.852719e-02,5.983701e-02
0.281,5.907140e-02,5.994414e-02
0.282,6.012999e-02,6.001492e-02
0.283,6.046194e-02,6.005776e-02
0.284,6.046194e-02,6.009795e-02
0.285,6.046194e-02,6.013814e-02
0.286,6.046194e-02,6.017834e-02
0.287,6.046194e-02,6.021853e-02
0.288,6.046194e-02,6.025872e-02
0.289,6.046194e-02,6.029891e-02
0.29,6.046194e-02,6.033910e-02
0.291,6.046194e-02,6.037929e-02
0.292,6.046194e-02,6.041948e-02
0.293,6.046194e-02,6.045967e-02
0.294,6.046194e-02,6.049986e-02
0.295,6.046194e-02,6.054005e-02
0.296,6.046194e-02,6.058024e-02
0.297,6.046194e-02,6.062043e-02
0.298,6.046194e-02,6.066062e-02
0.299,6.107987e-02,6.070766e-02
0.3,6.107987e-02,6.077390e-02
0.301,6.107987e-02,6.084015e-02
0.302,6.107987e-02,6.090639e-02
0.303,6.107987e-02,6.097263e-02
0.304,6.107987e-02,6.103888e-02
0.305,6.107987e-02,6.110512e-02
0.306,6.107987e-02,6.117136e-02
0.307,6.107987e-02,6.123760e-02
0.308,6.107987e-02,6.130385e-02
0.309,6.107987e-02,6.137009e-02
0.31,6.107987e-02,6.143633e-02
0.311,6.146844e-02,6.149723e-02
0.312,6.146844e-02,6.155105e-02
0.313,6.146844e-02,6.160487e-02
0.314,6.146844e-02,6.165869e-02
0.315,6.146844e-02,6.171250e-02
0.316,6.146844e-02,6.176632e-02
0.317,6.146844e-02,6.182014e-02
0.318,6.202899e-02,6.187438e-02
0.319,6.202899e-02,6.192870e-02
0.32,6.202899e-02,6.198302e-02
0.321,6.202899e-02,6.203735e-02
0.322,6.202899e-02,6.209167e-02
0.323,6.202899e-02,6.214599e-02
0.324,6.202899e-02,6.220032e-02
0.325,6.202899e-02,6.225464e-02
0.326,6.202899e-02,6.230896e-02
0.327,6.202899e-02,6.236329e-02
0.328,6.238294e-02,6.241399e-02
0.329,6.238294e-02,6.246395e-02
0.33,6.239938e-02,6.248890e-02
0.331,6.239938e-02,6.244026e-02
0.332,6.239938e-02,6.239161e-02
0.333,6.239938e-02,6.234296e-02
0.334,6.239938e-02,6.229432e-02
0.335,6.239938e-02,6.224567e-02
0.336,6.210373e-02,6.220224e-02
0.337,6.210373e-02,6.216139e-02
0.338,6.210373e-02,6.212055e-02
0.339,6.210373e-02,6.207970e-02
0.34,6.210373e-02,6.203885e-02
0.341,6.210373e-02,6.199800e-02
0.342,6.210373e-02,6.195716e-02
0.343,6.210373e-02,6.191631e-02
0.344,6.210373e-02,6.187546e-02
0.345,6.159690e-02,6.183085e-02
0.346,6.159690e-02,6.175153e-02
0.347,6.159690e-02,6.167221e-02
0.348,6.091258e-02,6.157614e-02
0.349,6.091258e-02,6.145648e-02
0.35,6.091258e-02,6.133682e-02
0.351,6.091258e-02,6.121716e-02
0.352,6.091258e-02,6.109751e-02
0.353,6.091258e-02,6.097785e-02
0.354,6.091258e-02,6.085819e-02
0.355,6.091258e-02,6.073853e-02
0.356,6.091258e-02,6.061887e-02
0.357,6.091258e-02,6.049921e-02
0.358,6.091258e-02,6.037955e-02
0.359,6.091258e-02,6.025989e-02
0.36,6.091258e-02,6.014023e-02
0.361,6.021197e-02,6.003522e-02
0.362,5.984573e-02,6.001911e-02
0.363,5.984573e-02,6.001219e-02
0.364,5.984573e-02,6.000526e-02
0.365,5.984573e-02,5.999834e-02
0.366,5.984573e-02,5.999142e-02
0.367,5.984573e-02,5.998450e-02
0.368,5.984997e-02,5.997347e-02
0.369,5.984997e-02,5.996227e-02
0.37,5.984997e-02,5.995106e-02
0.371,5.984997e-02,5.993986e-02
0.372,5.984997e-02,5.992866e-02
0.373,5.984997e-02,5.991746e-02
0.374,6.033341e-02,5.999273e-02
0.375,6.128714e-02,6.020109e-02
0.376,6.128714e-02,6.041255e-02
0.377,6.128714e-02,6.062401e-02
0.378,6.128714e-02,6.083547e-02
0.379,6.128714e-02,6.104693e-02
0.38,6.128714e-02,6.125839e-02
0.381,6.128714e-02,6.146985e-02
0.382,6.128714e-02,6.168131e-02
0.383,6.128714e-02,6.189277e-02
0.384,6.128714e-02,6.210423e-02
0.385,6.128714e-02,6.231569e-02
0.386,6.287991e-02,6.259572e-02
0.387,6.435533e-02,6.288988e-02
0.388,6.435533e-02,6.320169e-02
0.389,6.435533e-02,6.351351e-02
0.39,6.435533e-02,6.382532e-02
0.391,6.435533e-02,6.413713e-02
0.392,6.435533e-02,6.444894e-02
0.393,6.435533e-02,6.476076e-02
0.394,6.435533e-02,6.507257e-02
0.395,6.435533e-02,6.538438e-02
0.396,6.662936e-02,6.572577e-02
0.397,6.662936e-02,6.614682e-02
0.398,6.829716e-02,6.658240e-02
0.399,6.829716e-02,6.704773e-02
0.4,6.829716e-02,6.751305e-02
0.401,6.829716e-02,6.797838e-02
0.402,6.829716e-02,6.844371e-02
0.403,6.829716e-02,6.890903e-02
0.404,6.829716e-02,6.937436e-02
0.405,7.120385e-02,6.987994e-02
0.406,7.120385e-02,7.046625e-02
0.407,7.120385e-02,7.105256e-02
0.408,7.120385e-02,7.163888e-02
0.409,7.120385e-02,7.222519e-02
0.41,7.120385e-02,7.281150e-02
0.411,7.217133e-02,7.339919e-02
0.412,7.217133e-02,7.398850e-02
0.413,7.562057e-02,7.468103e-02
0.414,7.783875e-02,7.540736e-02
0.415,7.783875e-02,7.616662e-02
0.416,7.783875e-02,7.692588e-02
0.417,7.783875e-02,7.768514e-02
0.418,7.783875e-02,7.844440e-02
0.419,7.783875e-02,7.920366e-02
0.42,7.783875e-02,7.996292e-02
0.421,8.143060e-02,8.074137e-02
0.422,8.143060e-02,8.152156e-02
0.423,8.143060e-02,8.230175e-02
0.424,8.562788e-02,8.311687e-02
0.425,8.562788e-02,8.424300e-02
0.426,8.562788e-02,8.536913e-02
0.427,8.562788e-02,8.649526e-02
0.428,8.562788e-02,8.762140e-02
0.429,8.562788e-02,8.874752e-02
0.43,8.936263e-02,8.986906e-02
0.431,8.936263e-02,9.096490e-02
0.432,9.423905e-02,9.209403e-02
0.433,9.423905e-02,9.340712e-02
0.434,9.757052e-02,9.472886e-02
0.435,9.757052e-02,9.618574e-02
0.436,9.757052e-02,9.764261e-02
0.437,9.757052e-02,9.909949e-02
0.438,9.757052e-02,1.005564e-01
0.439,1.043760e-01,1.024630e-01
0.44,1.043760e-01,1.044175e-01
0.441,1.043760e-01,1.063719e-01
0.442,1.043760e-01,1.083264e-01
0.443,1.086568e-01,1.103518e-01
0.444,1.086568e-01,1.124448e-01
0.445,1.180488e-01,1.150284e-01
0.446,1.231095e-01,1.178023e-01
0.447,1.231095e-01,1.204702e-01
0.448,1.231095e-01,1.231382e-01
0.449,1.231095e-01,1.258062e-01
0.45,1.231095e-01,1.284742e-01
0.451,1.330248e-01,1.319112e-01
0.452,1.330248e-01,1.353716e-01
0.453,1.330248e-01,1.388319e-01
0.454,1.385363e-01,1.422899e-01
0.455,1.465939e-01,1.463435e-01
0.456,1.514064e-01,1.505013e-01
0.457,1.514064e-01,1.546592e-01
0.458,1.607358e-01,1.594264e-01
0.459,1.607358e-01,1.642945e-01
0.46,1.691519e-01,1.693638e-01
0.461,1.802941e-01,1.748838e-01
0.462,1.802941e-01,1.810780e-01
0.463,1.802941e-01,1.872721e-01
0.464,1.939837e-01,1.938751e-01
0.465,2.054498e-01,2.010683e-01
0.466,2.054498e-01,2.084246e-01
0.467,2.223663e-01,2.164573e-01
0.468,2.223663e-01,2.255315e-01
0.469,2.223663e-01,2.346057e-01
0.47,2.613529e-01,2.436799e-01
0.471,2.613529e-01,2.546310e-01
0.472,2.613529e-01,2.655820e-01
0.473,2.809934e-01,2.775108e-01
0.474,2.809934e-01,2.904865e-01
0.475,3.126490e-01,3.033513e-01
0.476,3.386932e-01,3.193030e-01
0.477,3.386932e-01,3.357667e-01
0.478,3.386932e-01,3.522304e-01
0.479,3.798421e-01,3.701872e-01
0.48,3.798421e-01,3.896567e-01
0.481,4.122564e-01,4.103800e-01
0.482,4.122564e-01,4.316826e-01
0.483,4.595191e-01,4.558401e-01
0.484,4.595191e-01,4.807182e-01
0.485,4.799451e-01,5.056379e-01
0.486,5.296325e-01,5.339042e-01
0.487,5.691555e-01,5.647771e-01
0.488,5.691555e-01,5.958002e-01
0.489,6.187556e-01,6.285844e-01
0.49,6.785870e-01,6.657378e-01
0.491,6.785870e-01,7.037681e-01
0.492,7.195568e-01,7.419480e-01
0.493,8.486787e-01,7.820910e-01
0.494,8.486787e-01,8.229824e-01
0.495,8.486787e-01,8.638739e-01
0.496,9.161305e-01,9.041239e-01
0.497,9.758463e-01,9.351884e-01
0.498,9.758463e-01,9.582862e-01
0.499,9.934698e-01,9.802945e-01
0.5,9.934698e-01,9.989073e-01
0.501,9.987822e-01,9.916781e-01
0.502,9.987822e-01,9.828372e-01
0.503,9.987822e-01,9.739963e-01
0.504,9.987822e-01,9.651554e-01
0.505,8.531065e-01,9.434066e-01
0.506,8.531065e-01,9.057069e-01
0.507,8.531065e-01,8.680072e-01
0.508,8.531065e-01,8.303076e-01
0.509,8.531065e-01,7.926080e-01
0.51,7.618754e-01,7.529580e-01
0.511,7.073877e-01,7.139154e-01
0.512,6.458033e-01,6.770587e-01
0.513,6.458033e-01,6.425800e-01
0.514,5.821782e-01,6.090121e-01
0.515,5.821782e-01,5.790719e-01
0.516,5.392611e-01,5.500058e-01
0.517,5.392611e-01,5.212861e-01
0.518,4.891552e-01,4.955247e-01
0.519,4.891552e-01,4.711249e-01
0.52,4.495627e-01,4.475686e-01
0.521,4.106076e-01,4.250806e-01
0.522,4.106076e-01,4.032608e-01
0.523,3.748003e-01,3.829919e-01
0.524,3.748003e-01,3.640173e-01
0.525,3.543458e-01,3.450996e-01
0.526,3.151797e-01,3.282555e-01
0.527,3.151797e-01,3.117640e-01
0.528,2.907604e-01,2.965321e-01
0.529,2.907604e-01,2.825902e-01
0.53,2.907604e-01,2.686483e-01
0.531,2.424698e-01,2.576937e-01
0.532,2.424698e-01,2.467391e-01
0.533,2.424698e-01,2.357846e-01
0.534,2.225165e-01,2.261775e-01
0.535,2.225165e-01,2.175531e-01
0.536,2.100917e-01,2.091091e-01
0.537,1.936709e-01,2.015507e-01
0.538,1.936709e-01,1.945505e-01
0.539,1.936709e-01,1.875502e-01
0.54,1.815197e-01,1.806771e-01
0.541,1.706459e-01,1.750748e-01
0.542,1.706459e-01,1.695168e-01
0.543,1.706459e-01,1.639589e-01
0.544,1.534120e-01,1.589966e-01
0.545,1.534120e-01,1.543312e-01
0.546,1.534120e-01,1.496658e-01
0.547,1.435363e-01,1.456732e-01
0.548,1.435363e-01,1.417988e-01
0.549,1.369052e-01,1.380658e-01
0.55,1.369052e-01,1.343509e-01
0.551,1.263959e-01,1.309130e-01
0.552,1.263959e-01,1.280093e-01
0.553,1.263959e-01,1.251056e-01
0.554,1.220439e-01,1.221995e-01
0.555,1.220439e-01,1.191544e-01
0.556,1.118647e-01,1.161973e-01
0.557,1.118647e-01,1.138410e-01
0.558,1.069389e-01,1.115214e-01
0.559,1.069389e-01,1.093160e-01
0.56,1.069389e-01,1.071107e-01
0.561,1.069389e-01,1.049054e-01
0.562,9.931542e-02,1.027429e-01
0.563,9.931542e-02,1.011092e-01
0.564,9.931542e-02,9.947554e-02
0.565,9.931542e-02,9.784185e-02
0.566,9.931542e-02,9.620816e-02
0.567,9.575388e-02,9.471206e-02
0.568,9.575388e-02,9.322477e-02
0.569,9.035374e-02,9.200781e-02
0.57,9.035374e-02,9.083976e-02
0.571,8.669384e-02,8.972428e-02
0.572,8.669384e-02,8.861820e-02
0.573,8.669384e-02,8.751212e-02
0.574,8.669384e-02,8.640603e-02
0.575,8.669384e-02,8.529995e-02
0.576,8.669384e-02,8.419387e-02
0.577,8.230705e-02,8.334739e-02
0.578,8.230705e-02,8.253007e-02
0.579,8.230705e-02,8.171276e-02
0.58,7.861828e-02,8.089746e-02
0.581,7.861828e-02,8.010454e-02
0.582,7.861828e-02,7.931162e-02
0.583,7.861828e-02,7.851870e-02
0.584,7.861828e-02,7.772578e-02
0.585,7.861828e-02,7.693286e-02
0.586,7.861828e-02,7.613993e-02
0.587,7.692383e-02,7.539089e-02
0.588,7.315991e-02,7.468477e-02
0.589,7.315991e-02,7.404635e-02
0.59,7.203162e-02,7.346666e-02
0.591,7.203162e-02,7.293741e-02
0.592,7.203162e-02,7.240815e-02
0.593,7.203162e-02,7.187890e-02
0.594,7.203162e-02,7.134964e-02
0.595,7.203162e-02,7.082039e-02
0.596,6.921834e-02,7.029131e-02
0.597,6.921834e-02,6.976233e-02
0.598,6.921834e-02,6.923334e-02
0.599,6.921834e-02,6.870436e-02
0.6,6.921834e-02,6.817537e-02
0.601,6.921834e-02,6.764638e-02
0.602,6.921834e-02,6.711740e-02
0.603,6.733513e-02,6.658025e-02
0.604,6.733513e-02,6.603910e-02
0.605,6.443531e-02,6.563793e-02
0.606,6.443531e-02,6.528873e-02
0.607,6.443531e-02,6.493953e-02
0.608,6.443531e-02,6.459033e-02
0.609,6.443531e-02,6.424114e-02
0.61,6.443531e-02,6.389194e-02
0.611,6.443531e-02,6.354274e-02
0.612,6.443531e-02,6.319354e-02
0.613,6.443531e-02,6.284435e-02
0.614,6.280623e-02,6.251085e-02
0.615,6.119608e-02,6.219565e-02
0.616,6.119608e-02,6.200056e-02
0.617,6.119608e-02,6.180547e-02
0.618,6.119608e-02,6.161038e-02
0.619,6.119608e-02,6.141528e-02
0.62,6.119608e-02,6.122019e-02
0.621,6.119608e-02,6.102510e-02
0.622,6.119608e-02,6.083001e-02
0.623,6.119608e-02,6.063491e-02
0.624,6.119608e-02,6.043982e-02
0.625,6.119608e-02,6.024473e-02
0.626,6.024839e-02,6.005299e-02
0.627,5.988088e-02,5.998811e-02
0.628,5.988088e-02,5.999959e-02
0.629,5.988088e-02,6.001106e-02
0.63,5.988088e-02,6.002254e-02
0.631,5.988088e-02,6.003401e-02
0.632,5.988088e-02,6.004549e-02
0.633,5.995048e-02,6.005679e-02
0.634,5.995048e-02,6.006392e-02
0.635,5.995048e-02,6.007105e-02
0.636,5.995048e-02,6.007818e-02
0.637,5.995048e-02,6.008530e-02
0.638,5.995048e-02,6.009243e-02
0.639,6.033852e-02,6.010833e-02
0.64,6.100346e-02,6.021203e-02
0.641,6.100346e-02,6.033276e-02
0.642,6.100346e-02,6.045350e-02
0.643,6.100346e-02,6.057423e-02
0.644,6.100346e-02,6.069496e-02
0.645,6.100346e-02,6.081570e-02
0.646,6.100346e-02,6.093643e-02
0.647,6.100346e-02,6.105717e-02
0.648,6.100346e-02,6.117790e-02
0.649,6.100346e-02,6.129864e-02
0.65,6.100346e-02,6.141937e-02
0.651,6.100346e-02,6.154011e-02
0.652,6.100346e-02,6.166084e-02
0.653,6.169567e-02,6.175507e-02
0.654,6.169567e-02,6.183047e-02
0.655,6.169567e-02,6.190588e-02
0.656,6.218617e-02,6.195003e-02
0.657,6.218617e-02,6.199079e-02
0.658,6.218617e-02,6.203155e-02
0.659,6.218617e-02,6.207231e-02
0.66,6.218617e-02,6.211308e-02
0.661,6.218617e-02,6.215384e-02
0.662,6.218617e-02,6.219460e-02
0.663,6.218617e-02,6.223536e-02
0.664,6.218617e-02,6.227613e-02
0.665,6.245711e-02,6.231940e-02
0.666,6.245711e-02,6.236775e-02
0.667,6.245711e-02,6.241610e-02
0.668,6.245711e-02,6.246445e-02
0.669,6.245711e-02,6.251279e-02
0.67,6.245711e-02,6.256114e-02
0.671,6.246110e-02,6.253742e-02
0.672,6.246110e-02,6.248920e-02
0.673,6.210198e-02,6.244003e-02
0.674,6.210198e-02,6.238621e-02
0.675,6.210198e-02,6.233239e-02
0.676,6.210198e-02,6.227858e-02
0.677,6.210198e-02,6.222476e-02
0.678,6.210198e-02,6.217094e-02
0.679,6.210198e-02,6.211712e-02
0.68,6.210198e-02,6.206330e-02
0.681,6.210198e-02,6.200948e-02
0.682,6.210198e-02,6.195566e-02
0.683,6.153879e-02,6.190182e-02
0.684,6.153879e-02,6.184787e-02
0.685,6.153879e-02,6.179391e-02
0.686,6.153879e-02,6.173996e-02
0.687,6.153879e-02,6.168600e-02
0.688,6.153879e-02,6.163205e-02
0.689,6.153879e-02,6.157810e-02
0.69,6.118563e-02,6.151938e-02
0.691,6.118563e-02,6.145708e-02
0.692,6.118563e-02,6.139477e-02
0.693,6.118563e-02,6.133247e-02
0.694,6.118563e-02,6.127016e-02
0.695,6.118563e-02,6.120786e-02
0.696,6.118563e-02,6.114556e-02
0.697,6.118563e-02,6.108325e-02
