0	0
0.00036518	0.049600827
0.000760085	0.106298907
0.001146497	0.157316167
0.001528662	0.214018773
0.001927813	0.267873426
0.002335456	0.321725063
0.00281104	0.38265736
0.003218684	0.435088037
0.003677282	0.493184449
0.004169851	0.556952631
0.004696391	0.617866827
0.005053079	0.660368891
0.005324841	0.683007697
0.005571125	0.702813635
0.00558811	0.65449499
0.005622081	0.594802638
0.005664544	0.532265351
0.005690021	0.469734098
0.005723992	0.401515991
0.005749469	0.327617065
0.005774947	0.272190608
0.005791932	0.213925249
0.005808917	0.15565989
0.00581741	0.084608916
0.00581741	0.005035203
