"arc_length","pf","phi"
0.052,3.125538e-02,3.223443e-02
0.053,3.125538e-02,3.234861e-02
0.054,3.125538e-02,3.246278e-02
0.055,3.125538e-02,3.257696e-02
0.056,3.125538e-02,3.269114e-02
0.057,3.125538e-02,3.280532e-02
0.058,3.125538e-02,3.291949e-02
0.059,3.125538e-02,3.303367e-02
0.06,3.125538e-02,3.314784e-02
0.061,3.125538e-02,3.326202e-02
0.062,3.125538e-02,3.337620e-02
0.063,3.125538e-02,3.349037e-02
0.064,3.485431e-02,3.360906e-02
0.065,3.485431e-02,3.372821e-02
0.066,3.485431e-02,3.384735e-02
0.067,3.485431e-02,3.396649e-02
0.068,3.485431e-02,3.408564e-02
0.069,3.485431e-02,3.420478e-02
0.07,3.485431e-02,3.432393e-02
0.071,3.485431e-02,3.444307e-02
0.072,3.485431e-02,3.456221e-02
0.073,3.485431e-02,3.468136e-02
0.074,3.738225e-02,3.480712e-02
0.075,3.738225e-02,3.494609e-02
0.076,3.738225e-02,3.508507e-02
0.077,3.738225e-02,3.522404e-02
0.078,3.738225e-02,3.536302e-02
0.079,3.738225e-02,3.550199e-02
0.08,3.738225e-02,3.564097e-02
0.081,3.738225e-02,3.577994e-02
0.082,3.738225e-02,3.591891e-02
0.083,3.738225e-02,3.605789e-02
0.084,3.738225e-02,3.619686e-02
0.085,3.778682e-02,3.633362e-02
0.086,3.778682e-02,3.646520e-02
0.087,3.778682e-02,3.659679e-02
0.088,3.778682e-02,3.672837e-02
0.089,3.778682e-02,3.685995e-02
0.09,3.778682e-02,3.699154e-02
0.091,3.778682e-02,3.712312e-02
0.092,3.778682e-02,3.725471e-02
0.093,3.778682e-02,3.738629e-02
0.094,3.778682e-02,3.751788e-02
0.095,3.778682e-02,3.764946e-02
0.096,3.778682e-02,3.778105e-02
0.097,3.778682e-02,3.791263e-02
0.098,3.778682e-02,3.804422e-02
0.099,3.778682e-02,3.817580e-02
0.1,3.778682e-02,3.830739e-02
0.101,3.778682e-02,3.843898e-02
0.102,3.778682e-02,3.857056e-02
0.103,3.778682e-02,3.870214e-02
0.104,3.778682e-02,3.883373e-02
0.105,3.778682e-02,3.896531e-02
0.106,3.778682e-02,3.909690e-02
0.107,3.778682e-02,3.922848e-02
0.108,3.778682e-02,3.936007e-02
0.109,3.778682e-02,3.949165e-02
0.11,3.778682e-02,3.962324e-02
0.111,4.211622e-02,3.975626e-02
0.112,4.211622e-02,3.989231e-02
0.113,4.211622e-02,4.002837e-02
0.114,4.211622e-02,4.016442e-02
0.115,4.211622e-02,4.030047e-02
0.116,4.211622e-02,4.043652e-02
0.117,4.211622e-02,4.057258e-02
0.118,4.211622e-02,4.070863e-02
0.119,4.211622e-02,4.084468e-02
0.12,4.211622e-02,4.098073e-02
0.121,4.211622e-02,4.111678e-02
0.122,4.211622e-02,4.125283e-02
0.123,4.211622e-02,4.138888e-02
0.124,4.211622e-02,4.152494e-02
0.125,4.211622e-02,4.166099e-02
0.126,4.211622e-02,4.179704e-02
0.127,4.211622e-02,4.193309e-02
0.128,4.211622e-02,4.206914e-02
0.129,4.211622e-02,4.220520e-02
0.13,4.211622e-02,4.234125e-02
0.131,4.211622e-02,4.247730e-02
0.132,4.211622e-02,4.261335e-02
0.133,4.211622e-02,4.274940e-02
0.134,4.310271e-02,4.288678e-02
0.135,4.310271e-02,4.302683e-02
0.136,4.310271e-02,4.316688e-02
0.137,4.310271e-02,4.330693e-02
0.138,4.310271e-02,4.344698e-02
0.139,4.310271e-02,4.358703e-02
0.14,4.310271e-02,4.372707e-02
0.141,4.310271e-02,4.386713e-02
0.142,4.310271e-02,4.400717e-02
0.143,4.310271e-02,4.414722e-02
0.144,4.310271e-02,4.428727e-02
0.145,4.310271e-02,4.442732e-02
0.146,4.310271e-02,4.456737e-02
0.147,4.310271e-02,4.470742e-02
0.148,4.310271e-02,4.484747e-02
0.149,4.310271e-02,4.498752e-02
0.15,4.699193e-02,4.512221e-02
0.151,4.699193e-02,4.525624e-02
0.152,4.699193e-02,4.539028e-02
0.153,4.699193e-02,4.552431e-02
0.154,4.699193e-02,4.565834e-02
0.155,4.699193e-02,4.579237e-02
0.156,4.699193e-02,4.592640e-02
0.157,4.699193e-02,4.606044e-02
0.158,4.699193e-02,4.619447e-02
0.159,4.699193e-02,4.632850e-02
0.16,4.699193e-02,4.646253e-02
0.161,4.699193e-02,4.659656e-02
0.162,4.699193e-02,4.673059e-02
0.163,4.699193e-02,4.686462e-02
0.164,4.699193e-02,4.699866e-02
0.165,4.699193e-02,4.713269e-02
0.166,4.699193e-02,4.726672e-02
0.167,4.699193e-02,4.740075e-02
0.168,4.699193e-02,4.753479e-02
0.169,4.699193e-02,4.766882e-02
0.17,4.699193e-02,4.780285e-02
0.171,4.699193e-02,4.793688e-02
0.172,4.699193e-02,4.807091e-02
0.173,4.603381e-02,4.820592e-02
0.174,4.603381e-02,4.834320e-02
0.175,4.603381e-02,4.848049e-02
0.176,4.603381e-02,4.861777e-02
0.177,4.603381e-02,4.875505e-02
0.178,4.603381e-02,4.889234e-02
0.179,4.603381e-02,4.902962e-02
0.18,4.603381e-02,4.916690e-02
0.181,4.603381e-02,4.930418e-02
0.182,4.603381e-02,4.944147e-02
0.183,4.800371e-02,4.958642e-02
0.184,4.800371e-02,4.973702e-02
0.185,4.800371e-02,4.988762e-02
0.186,4.800371e-02,5.003822e-02
0.187,4.800371e-02,5.018882e-02
0.188,4.800371e-02,5.033941e-02
0.189,5.135295e-02,5.049258e-02
0.19,5.135295e-02,5.064671e-02
0.191,5.135295e-02,5.080084e-02
0.192,5.135295e-02,5.095497e-02
0.193,5.135295e-02,5.110909e-02
0.194,5.135295e-02,5.126322e-02
0.195,5.135295e-02,5.141735e-02
0.196,5.135295e-02,5.157148e-02
0.197,5.135295e-02,5.172561e-02
0.198,5.135295e-02,5.187974e-02
0.199,5.135295e-02,5.203386e-02
0.2,5.135295e-02,5.218799e-02
0.201,5.366177e-02,5.233738e-02
0.202,5.366177e-02,5.248319e-02
0.203,5.366177e-02,5.262901e-02
0.204,5.366177e-02,5.277483e-02
0.205,5.366177e-02,5.292065e-02
0.206,5.366177e-02,5.306647e-02
0.207,5.366177e-02,5.321228e-02
0.208,5.366177e-02,5.335810e-02
0.209,5.366177e-02,5.350392e-02
0.21,5.366177e-02,5.364974e-02
0.211,5.366177e-02,5.379556e-02
0.212,5.366177e-02,5.394138e-02
0.213,5.366177e-02,5.408719e-02
0.214,5.366177e-02,5.423301e-02
0.215,5.366177e-02,5.437883e-02
0.216,5.636025e-02,5.451717e-02
0.217,5.636025e-02,5.464624e-02
0.218,5.636025e-02,5.477530e-02
0.219,5.636025e-02,5.490436e-02
0.22,5.636025e-02,5.503342e-02
0.221,5.636025e-02,5.516248e-02
0.222,5.636025e-02,5.529154e-02
0.223,5.636025e-02,5.542060e-02
0.224,5.636025e-02,5.554966e-02
0.225,5.687925e-02,5.570021e-02
0.226,5.687925e-02,5.585611e-02
0.227,5.687925e-02,5.601201e-02
0.228,5.687925e-02,5.616791e-02
0.229,5.687925e-02,5.632382e-02
0.23,5.687925e-02,5.647972e-02
0.231,5.687925e-02,5.663563e-02
0.232,5.687925e-02,5.679153e-02
0.233,5.687925e-02,5.694743e-02
0.234,5.687925e-02,5.710333e-02
0.235,5.687925e-02,5.725924e-02
0.236,5.687925e-02,5.741514e-02
0.237,5.687925e-02,5.757104e-02
0.238,5.687925e-02,5.772695e-02
0.239,5.687925e-02,5.788285e-02
0.24,5.687925e-02,5.803876e-02
0.241,5.687925e-02,5.819466e-02
0.242,5.916550e-02,5.830884e-02
0.243,5.916550e-02,5.841128e-02
0.244,5.916550e-02,5.851372e-02
0.245,5.916550e-02,5.861617e-02
0.246,5.916550e-02,5.871861e-02
0.247,5.916550e-02,5.882106e-02
0.248,5.916550e-02,5.892350e-02
0.249,5.916550e-02,5.902595e-02
0.25,5.916550e-02,5.912839e-02
0.251,5.916550e-02,5.923083e-02
0.252,5.950358e-02,5.934004e-02
0.253,5.950358e-02,5.946176e-02
0.254,5.950358e-02,5.958348e-02
0.255,5.950358e-02,5.970520e-02
0.256,5.950358e-02,5.982692e-02
0.257,5.950358e-02,5.994865e-02
0.258,5.950358e-02,6.007037e-02
0.259,5.950358e-02,6.019209e-02
0.26,5.950358e-02,6.031381e-02
0.261,5.950358e-02,6.043554e-02
0.262,6.101663e-02,6.053025e-02
0.263,6.101663e-02,6.062260e-02
0.264,6.101663e-02,6.071494e-02
0.265,6.101663e-02,6.080729e-02
0.266,6.101663e-02,6.089964e-02
0.267,6.101663e-02,6.099198e-02
0.268,6.101663e-02,6.108433e-02
0.269,6.101663e-02,6.117668e-02
0.27,6.101663e-02,6.126902e-02
0.271,6.101663e-02,6.136137e-02
0.272,6.101663e-02,6.145372e-02
0.273,6.101663e-02,6.154606e-02
0.274,6.101663e-02,6.163841e-02
0.275,6.101663e-02,6.173076e-02
0.276,6.101663e-02,6.182310e-02
0.277,6.101663e-02,6.191545e-02
0.278,6.101663e-02,6.200780e-02
0.279,6.101663e-02,6.210014e-02
0.28,6.101663e-02,6.219249e-02
0.281,6.145110e-02,6.228965e-02
0.282,6.244892e-02,6.235781e-02
0.283,6.280630e-02,6.239997e-02
0.284,6.280630e-02,6.243960e-02
0.285,6.280630e-02,6.247924e-02
0.286,6.280630e-02,6.251887e-02
0.287,6.280630e-02,6.255851e-02
0.288,6.280630e-02,6.259814e-02
0.289,6.280630e-02,6.263778e-02
0.29,6.280630e-02,6.267742e-02
0.291,6.280630e-02,6.271705e-02
0.292,6.280630e-02,6.275669e-02
0.293,6.280630e-02,6.279632e-02
0.294,6.280630e-02,6.283596e-02
0.295,6.280630e-02,6.287559e-02
0.296,6.280630e-02,6.291523e-02
0.297,6.280630e-02,6.295486e-02
0.298,6.280630e-02,6.299450e-02
0.299,6.333966e-02,6.303759e-02
0.3,6.333966e-02,6.309040e-02
0.301,6.333966e-02,6.314320e-02
0.302,6.333966e-02,6.319600e-02
0.303,6.333966e-02,6.324881e-02
0.304,6.333966e-02,6.330161e-02
0.305,6.333966e-02,6.335441e-02
0.306,6.333966e-02,6.340722e-02
0.307,6.333966e-02,6.346002e-02
0.308,6.333966e-02,6.351282e-02
0.309,6.333966e-02,6.356563e-02
0.31,6.333966e-02,6.361843e-02
0.311,6.372427e-02,6.367151e-02
0.312,6.372427e-02,6.372496e-02
0.313,6.372427e-02,6.377841e-02
0.314,6.372427e-02,6.383186e-02
0.315,6.372427e-02,6.388530e-02
0.316,6.372427e-02,6.393875e-02
0.317,6.372427e-02,6.399220e-02
0.318,6.422170e-02,6.404456e-02
0.319,6.422170e-02,6.409670e-02
0.32,6.422170e-02,6.414884e-02
0.321,6.422170e-02,6.420098e-02
0.322,6.422170e-02,6.425312e-02
0.323,6.422170e-02,6.430526e-02
0.324,6.422170e-02,6.435740e-02
0.325,6.422170e-02,6.440954e-02
0.326,6.422170e-02,6.446168e-02
0.327,6.422170e-02,6.451382e-02
0.328,6.442313e-02,6.456011e-02
0.329,6.442313e-02,6.460521e-02
0.33,6.431619e-02,6.462014e-02
0.331,6.431619e-02,6.454626e-02
0.332,6.431619e-02,6.447238e-02
0.333,6.431619e-02,6.439851e-02
0.334,6.431619e-02,6.432463e-02
0.335,6.431619e-02,6.425076e-02
0.336,6.410742e-02,6.418242e-02
0.337,6.410742e-02,6.411683e-02
0.338,6.410742e-02,6.405124e-02
0.339,6.410742e-02,6.398565e-02
0.34,6.410742e-02,6.392006e-02
0.341,6.410742e-02,6.385447e-02
0.342,6.410742e-02,6.378888e-02
0.343,6.410742e-02,6.372329e-02
0.344,6.410742e-02,6.365770e-02
0.345,6.332559e-02,6.358585e-02
0.346,6.332559e-02,6.345617e-02
0.347,6.332559e-02,6.332650e-02
0.348,6.219304e-02,6.317666e-02
0.349,6.219304e-02,6.299842e-02
0.35,6.219304e-02,6.282018e-02
0.351,6.219304e-02,6.264194e-02
0.352,6.219304e-02,6.246370e-02
0.353,6.219304e-02,6.228546e-02
0.354,6.219304e-02,6.210722e-02
0.355,6.219304e-02,6.192897e-02
0.356,6.219304e-02,6.175073e-02
0.357,6.219304e-02,6.157249e-02
0.358,6.219304e-02,6.139425e-02
0.359,6.219304e-02,6.121601e-02
0.36,6.219304e-02,6.103777e-02
0.361,6.112174e-02,6.087524e-02
0.362,6.036594e-02,6.080857e-02
0.363,6.036594e-02,6.075182e-02
0.364,6.036594e-02,6.069507e-02
0.365,6.036594e-02,6.063832e-02
0.366,6.036594e-02,6.058157e-02
0.367,6.036594e-02,6.052482e-02
0.368,6.033826e-02,6.046403e-02
0.369,6.033826e-02,6.040307e-02
0.37,6.033826e-02,6.034210e-02
0.371,6.033826e-02,6.028114e-02
0.372,6.033826e-02,6.022018e-02
0.373,6.033826e-02,6.015922e-02
0.374,6.070248e-02,6.021654e-02
0.375,6.163767e-02,6.044306e-02
0.376,6.163767e-02,6.067298e-02
0.377,6.163767e-02,6.090290e-02
0.378,6.163767e-02,6.113282e-02
0.379,6.163767e-02,6.136274e-02
0.38,6.163767e-02,6.159266e-02
0.381,6.163767e-02,6.182257e-02
0.382,6.163767e-02,6.205249e-02
0.383,6.163767e-02,6.228241e-02
0.384,6.163767e-02,6.251233e-02
0.385,6.163767e-02,6.274225e-02
0.386,6.371990e-02,6.312454e-02
0.387,6.558227e-02,6.353239e-02
0.388,6.558227e-02,6.396571e-02
0.389,6.558227e-02,6.439903e-02
0.39,6.558227e-02,6.483236e-02
0.391,6.558227e-02,6.526568e-02
0.392,6.558227e-02,6.569900e-02
0.393,6.558227e-02,6.613232e-02
0.394,6.558227e-02,6.656564e-02
0.395,6.558227e-02,6.699896e-02
0.396,6.843670e-02,6.743426e-02
0.397,6.843670e-02,6.787490e-02
0.398,7.051256e-02,6.836839e-02
0.399,7.051256e-02,6.897000e-02
0.4,7.051256e-02,6.957160e-02
0.401,7.051256e-02,7.017321e-02
0.402,7.051256e-02,7.077482e-02
0.403,7.051256e-02,7.137643e-02
0.404,7.051256e-02,7.197804e-02
0.405,7.365198e-02,7.257824e-02
0.406,7.365198e-02,7.317561e-02
0.407,7.365198e-02,7.377298e-02
0.408,7.365198e-02,7.437036e-02
0.409,7.365198e-02,7.496773e-02
0.41,7.365198e-02,7.556511e-02
0.411,7.556799e-02,7.618093e-02
0.412,7.556799e-02,7.681823e-02
0.413,7.874504e-02,7.735082e-02
0.414,7.943645e-02,7.786696e-02
0.415,7.943645e-02,7.836883e-02
0.416,7.943645e-02,7.887071e-02
0.417,7.943645e-02,7.937259e-02
0.418,7.943645e-02,7.987446e-02
0.419,7.943645e-02,8.037633e-02
0.42,7.943645e-02,8.087821e-02
0.421,8.213138e-02,8.169080e-02
0.422,8.213138e-02,8.253136e-02
0.423,8.213138e-02,8.337191e-02
0.424,8.607822e-02,8.421497e-02
0.425,8.607822e-02,8.508034e-02
0.426,8.607822e-02,8.594571e-02
0.427,8.607822e-02,8.681108e-02
0.428,8.607822e-02,8.767645e-02
0.429,8.607822e-02,8.854182e-02
0.43,9.028531e-02,8.948567e-02
0.431,9.028531e-02,9.086874e-02
0.432,9.623720e-02,9.228654e-02
0.433,9.623720e-02,9.389640e-02
0.434,9.845830e-02,9.550327e-02
0.435,9.845830e-02,9.706346e-02
0.436,9.845830e-02,9.862365e-02
0.437,9.845830e-02,1.001838e-01
0.438,9.845830e-02,1.017440e-01
0.439,1.050852e-01,1.033019e-01
0.44,1.050852e-01,1.048595e-01
0.441,1.050852e-01,1.064172e-01
0.442,1.050852e-01,1.079748e-01
0.443,1.099138e-01,1.095485e-01
0.444,1.099138e-01,1.111377e-01
0.445,1.164232e-01,1.130571e-01
0.446,1.192308e-01,1.151075e-01
0.447,1.192308e-01,1.173682e-01
0.448,1.192308e-01,1.196289e-01
0.449,1.192308e-01,1.218897e-01
0.45,1.192308e-01,1.241504e-01
0.451,1.284685e-01,1.275001e-01
0.452,1.284685e-01,1.308827e-01
0.453,1.284685e-01,1.342653e-01
0.454,1.340940e-01,1.377618e-01
0.455,1.426855e-01,1.420622e-01
0.456,1.475255e-01,1.465003e-01
0.457,1.475255e-01,1.509390e-01
0.458,1.574307e-01,1.559487e-01
0.459,1.574307e-01,1.610531e-01
0.46,1.665860e-01,1.664613e-01
0.461,1.783826e-01,1.723914e-01
0.462,1.783826e-01,1.788528e-01
0.463,1.783826e-01,1.853142e-01
0.464,1.928706e-01,1.922317e-01
0.465,2.044000e-01,1.997746e-01
0.466,2.044000e-01,2.074777e-01
0.467,2.220831e-01,2.158263e-01
0.468,2.220831e-01,2.251684e-01
0.469,2.220831e-01,2.345105e-01
0.47,2.623542e-01,2.438526e-01
0.471,2.623542e-01,2.551929e-01
0.472,2.623542e-01,2.665332e-01
0.473,2.829383e-01,2.789669e-01
0.474,2.829383e-01,2.925712e-01
0.475,3.161710e-01,3.060159e-01
0.476,3.437913e-01,3.228110e-01
0.477,3.437913e-01,3.401595e-01
0.478,3.437913e-01,3.575080e-01
0.479,3.870970e-01,3.763677e-01
0.48,3.870970e-01,3.967584e-01
0.481,4.210996e-01,4.184263e-01
0.482,4.210996e-01,4.406843e-01
0.483,4.702053e-01,4.657393e-01
0.484,4.702053e-01,4.915003e-01
0.485,4.913650e-01,5.173281e-01
0.486,5.428430e-01,5.465551e-01
0.487,5.834223e-01,5.781699e-01
0.488,5.834223e-01,6.099092e-01
0.489,6.354437e-01,6.434938e-01
0.49,6.953545e-01,6.807617e-01
0.491,6.953545e-01,7.186947e-01
0.492,7.376801e-01,7.567891e-01
0.493,8.655776e-01,7.978956e-01
0.494,8.655776e-01,8.405197e-01
0.495,8.655776e-01,8.831437e-01
0.496,9.351146e-01,9.247062e-01
0.497,9.788414e-01,9.528108e-01
0.498,9.788414e-01,9.705958e-01
0.499,9.955381e-01,9.870353e-01
0.5,9.955381e-01,9.992811e-01
0.501,9.989756e-01,9.952119e-01
0.502,9.989756e-01,9.901252e-01
0.503,9.989756e-01,9.850385e-01
0.504,9.989756e-01,9.799518e-01
0.505,8.731634e-01,9.613569e-01
0.506,8.731634e-01,9.262891e-01
0.507,8.731634e-01,8.912214e-01
0.508,8.731634e-01,8.561536e-01
0.509,8.731634e-01,8.210859e-01
0.51,7.947346e-01,7.830248e-01
0.511,7.389905e-01,7.460180e-01
0.512,6.803112e-01,7.102795e-01
0.513,6.803112e-01,6.740132e-01
0.514,6.098419e-01,6.386730e-01
0.515,6.098419e-01,6.070220e-01
0.516,5.647731e-01,5.752542e-01
0.517,5.647731e-01,5.434401e-01
0.518,5.092038e-01,5.151450e-01
0.519,5.092038e-01,4.884695e-01
0.52,4.651550e-01,4.628258e-01
0.521,4.229213e-01,4.383114e-01
0.522,4.229213e-01,4.144231e-01
0.523,3.841696e-01,3.925281e-01
0.524,3.841696e-01,3.722965e-01
0.525,3.622650e-01,3.521260e-01
0.526,3.207381e-01,3.342418e-01
0.527,3.207381e-01,3.166110e-01
0.528,2.947993e-01,3.002910e-01
0.529,2.947993e-01,2.853133e-01
0.53,2.947993e-01,2.703357e-01
0.531,2.416185e-01,2.581890e-01
0.532,2.416185e-01,2.460422e-01
0.533,2.416185e-01,2.338954e-01
0.534,2.193834e-01,2.234659e-01
0.535,2.193834e-01,2.142885e-01
0.536,2.069137e-01,2.054173e-01
0.537,1.904112e-01,1.977643e-01
0.538,1.904112e-01,1.907979e-01
0.539,1.904112e-01,1.838315e-01
0.54,1.785314e-01,1.769708e-01
0.541,1.673807e-01,1.713432e-01
0.542,1.673807e-01,1.657648e-01
0.543,1.673807e-01,1.601863e-01
0.544,1.493984e-01,1.550669e-01
0.545,1.493984e-01,1.502639e-01
0.546,1.493984e-01,1.454610e-01
0.547,1.391565e-01,1.413817e-01
0.548,1.391565e-01,1.374297e-01
0.549,1.326769e-01,1.336531e-01
0.55,1.326769e-01,1.298990e-01
0.551,1.224487e-01,1.265099e-01
0.552,1.224487e-01,1.238245e-01
0.553,1.224487e-01,1.211391e-01
0.554,1.179786e-01,1.184513e-01
0.555,1.179786e-01,1.156149e-01
0.556,1.087622e-01,1.128761e-01
0.557,1.087622e-01,1.108020e-01
0.558,1.046748e-01,1.087422e-01
0.559,1.046748e-01,1.067269e-01
0.56,1.046748e-01,1.047117e-01
0.561,1.046748e-01,1.026964e-01
0.562,9.748746e-02,1.007153e-01
0.563,9.748746e-02,9.915526e-02
0.564,9.748746e-02,9.759521e-02
0.565,9.748746e-02,9.603518e-02
0.566,9.748746e-02,9.447513e-02
0.567,9.414837e-02,9.309352e-02
0.568,9.414837e-02,9.172332e-02
0.569,8.947656e-02,9.068216e-02
0.57,8.947656e-02,8.970054e-02
0.571,8.605558e-02,8.871736e-02
0.572,8.605558e-02,8.773392e-02
0.573,8.605558e-02,8.675047e-02
0.574,8.605558e-02,8.576702e-02
0.575,8.605558e-02,8.478356e-02
0.576,8.605558e-02,8.380012e-02
0.577,8.215406e-02,8.289996e-02
0.578,8.215406e-02,8.200916e-02
0.579,8.215406e-02,8.111836e-02
0.58,7.831414e-02,8.024010e-02
0.581,7.831414e-02,7.950109e-02
0.582,7.831414e-02,7.876208e-02
0.583,7.831414e-02,7.802307e-02
0.584,7.831414e-02,7.728406e-02
0.585,7.831414e-02,7.654505e-02
0.586,7.831414e-02,7.580604e-02
0.587,7.627605e-02,7.507658e-02
0.588,7.301524e-02,7.436431e-02
0.589,7.301524e-02,7.392821e-02
0.59,7.194967e-02,7.347208e-02
0.591,7.194967e-02,7.299873e-02
0.592,7.194967e-02,7.252538e-02
0.593,7.194967e-02,7.205202e-02
0.594,7.194967e-02,7.157868e-02
0.595,7.194967e-02,7.110532e-02
0.596,6.949310e-02,7.062014e-02
0.597,6.949310e-02,7.012904e-02
0.598,6.949310e-02,6.963796e-02
0.599,6.949310e-02,6.914686e-02
0.6,6.949310e-02,6.865577e-02
0.601,6.949310e-02,6.816468e-02
0.602,6.949310e-02,6.767359e-02
0.603,6.735159e-02,6.721445e-02
0.604,6.735159e-02,6.677093e-02
0.605,6.488913e-02,6.636117e-02
0.606,6.488913e-02,6.596394e-02
0.607,6.488913e-02,6.556671e-02
0.608,6.488913e-02,6.516948e-02
0.609,6.488913e-02,6.477226e-02
0.61,6.488913e-02,6.437503e-02
0.611,6.488913e-02,6.397780e-02
0.612,6.488913e-02,6.358057e-02
0.613,6.488913e-02,6.318334e-02
0.614,6.326545e-02,6.287248e-02
0.615,6.169550e-02,6.260495e-02
0.616,6.169550e-02,6.240643e-02
0.617,6.169550e-02,6.220791e-02
0.618,6.169550e-02,6.200938e-02
0.619,6.169550e-02,6.181086e-02
0.62,6.169550e-02,6.161234e-02
0.621,6.169550e-02,6.141382e-02
0.622,6.169550e-02,6.121529e-02
0.623,6.169550e-02,6.101677e-02
0.624,6.169550e-02,6.081825e-02
0.625,6.169550e-02,6.061973e-02
0.626,6.089571e-02,6.042352e-02
0.627,6.051974e-02,6.036771e-02
0.628,6.051974e-02,6.041785e-02
0.629,6.051974e-02,6.046798e-02
0.63,6.051974e-02,6.051811e-02
0.631,6.051974e-02,6.056824e-02
0.632,6.051974e-02,6.061837e-02
0.633,6.050575e-02,6.066836e-02
0.634,6.050575e-02,6.071483e-02
0.635,6.050575e-02,6.076131e-02
0.636,6.050575e-02,6.080778e-02
0.637,6.050575e-02,6.085425e-02
0.638,6.050575e-02,6.090073e-02
0.639,6.114512e-02,6.095582e-02
0.64,6.211362e-02,6.109771e-02
0.641,6.211362e-02,6.125694e-02
0.642,6.211362e-02,6.141616e-02
0.643,6.211362e-02,6.157539e-02
0.644,6.211362e-02,6.173461e-02
0.645,6.211362e-02,6.189384e-02
0.646,6.211362e-02,6.205307e-02
0.647,6.211362e-02,6.221229e-02
0.648,6.211362e-02,6.237152e-02
0.649,6.211362e-02,6.253074e-02
0.65,6.211362e-02,6.268997e-02
0.651,6.211362e-02,6.284919e-02
0.652,6.211362e-02,6.300842e-02
0.653,6.307376e-02,6.314211e-02
0.654,6.307376e-02,6.325768e-02
0.655,6.307376e-02,6.337324e-02
0.656,6.378893e-02,6.343636e-02
0.657,6.378893e-02,6.349379e-02
0.658,6.378893e-02,6.355121e-02
0.659,6.378893e-02,6.360864e-02
0.66,6.378893e-02,6.366607e-02
0.661,6.378893e-02,6.372350e-02
0.662,6.378893e-02,6.378093e-02
0.663,6.378893e-02,6.383836e-02
0.664,6.378893e-02,6.389579e-02
0.665,6.407054e-02,6.395592e-02
0.666,6.407054e-02,6.402150e-02
0.667,6.407054e-02,6.408708e-02
0.668,6.407054e-02,6.415267e-02
0.669,6.407054e-02,6.421825e-02
0.67,6.407054e-02,6.428383e-02
0.671,6.416866e-02,6.426823e-02
0.672,6.416866e-02,6.422503e-02
0.673,6.387890e-02,6.418083e-02
0.674,6.387890e-02,6.413174e-02
0.675,6.387890e-02,6.408264e-02
0.676,6.387890e-02,6.403355e-02
0.677,6.387890e-02,6.398445e-02
0.678,6.387890e-02,6.393536e-02
0.679,6.387890e-02,6.388626e-02
0.68,6.387890e-02,6.383717e-02
0.681,6.387890e-02,6.378808e-02
0.682,6.387890e-02,6.373898e-02
0.683,6.339413e-02,6.369034e-02
0.684,6.339413e-02,6.364394e-02
0.685,6.339413e-02,6.359754e-02
0.686,6.339413e-02,6.355115e-02
0.687,6.339413e-02,6.350475e-02
0.688,6.339413e-02,6.345836e-02
0.689,6.339413e-02,6.341196e-02
0.69,6.310009e-02,6.336312e-02
0.691,6.310009e-02,6.331244e-02
0.692,6.310009e-02,6.326176e-02
0.693,6.310009e-02,6.321108e-02
0.694,6.310009e-02,6.316040e-02
0.695,6.310009e-02,6.310972e-02
0.696,6.310009e-02,6.305904e-02
0.697,6.310009e-02,6.300836e-02
